| %    | Decomp?  | Name                                | Asm Path 
| 1.00 | true     | InitHeap                            | asm/us/main/matchings/psxsdk/libapi/c57/InitHeap.s 
| 1.00 | true     | Load                                | asm/us/main/matchings/psxsdk/libapi/c66/Load.s 
| 1.00 | true     | Exec                                | asm/us/main/matchings/psxsdk/libapi/c67/Exec.s 
| 1.00 | true     | FlushCache                          | asm/us/main/matchings/psxsdk/libapi/c68/FlushCache.s 
| 1.00 | true     | GPU_cw                              | asm/us/main/matchings/psxsdk/libapi/c73/GPU_cw.s 
| 1.00 | true     | ChangeClearRCnt                     | asm/us/main/matchings/psxsdk/libapi/l10/ChangeClearRCnt.s 
| 1.00 | true     | exit                                | asm/us/main/matchings/psxsdk/libc/a56/exit.s 
| 1.00 | true     | puts                                | asm/us/main/matchings/psxsdk/libc/a63/puts.s 
| 1.00 | true     | setjmp                              | asm/us/main/matchings/psxsdk/libc/c19/setjmp.s 
| 1.00 | true     | strcat                              | asm/us/main/matchings/psxsdk/libc/c21/strcat.s 
| 1.00 | true     | strcmp                              | asm/us/main/matchings/psxsdk/libc/c23/strcmp.s 
| 1.00 | true     | strncmp                             | asm/us/main/matchings/psxsdk/libc/c24/strncmp.s 
| 1.00 | true     | strcpy                              | asm/us/main/matchings/psxsdk/libc/c25/strcpy.s 
| 1.00 | true     | strlen                              | asm/us/main/matchings/psxsdk/libc/c27/strlen.s 
| 1.00 | true     | memcpy                              | asm/us/main/matchings/psxsdk/libc/c42/memcpy.s 
| 1.00 | true     | memset                              | asm/us/main/matchings/psxsdk/libc/c43/memset.s 
| 1.00 | true     | memchr                              | asm/us/main/matchings/psxsdk/libc/c46/memchr.s 
| 1.00 | true     | rand                                | asm/us/main/matchings/psxsdk/libc/c47/rand.s 
| 1.00 | true     | srand                               | asm/us/main/matchings/psxsdk/libc/c48/srand.s 
| 1.00 | true     | malloc                              | asm/us/main/matchings/psxsdk/libc/c51/malloc.s 
| 1.00 | true     | free                                | asm/us/main/matchings/psxsdk/libc/c52/free.s 
| 1.00 | true     | printf                              | asm/us/main/matchings/psxsdk/libc/c63/printf.s 
| 1.00 | true     | InitCARD                            | asm/us/main/matchings/psxsdk/libcard/a74/InitCARD.s 
| 1.00 | true     | StartCARD                           | asm/us/main/matchings/psxsdk/libcard/a75/StartCARD.s 
| 1.00 | true     | _card_write                         | asm/us/main/matchings/psxsdk/libcard/a78/_card_write.s 
| 1.00 | true     | _new_card                           | asm/us/main/matchings/psxsdk/libcard/a80/_new_card.s 
| 1.00 | true     | _card_info                          | asm/us/main/matchings/psxsdk/libcard/c171/_card_info.s 
| 1.00 | true     | _card_load                          | asm/us/main/matchings/psxsdk/libcard/c172/_card_load.s 
-------------------------------------------------------------------------------
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/boss/bo4/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/boss/bo4/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/boss/mar/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/boss/mar/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/boss/rbo3/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/boss/rbo3/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/boss/rbo5/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/boss/rbo5/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/st/cen/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/st/cen/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/st/chi/matchings/ut_create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/st/chi/matchings/ut_create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/st/dre/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/st/dre/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/st/lib/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/st/lib/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/st/mad/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/st/mad/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/st/no0/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/st/no0/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/st/no1/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/st/no1/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/st/no3/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/st/no3/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/st/np3/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/st/np3/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/st/nz0/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/st/nz0/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/st/rwrp/matchings/rwrp/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/st/rwrp/matchings/rwrp/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/st/st0/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/st/st0/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | true     | CreateEntitiesAbove                 | asm/us/st/wrp/matchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | true     | CreateEntitiesToTheRight            | asm/us/st/wrp/matchings/create_entity/CreateEntitiesToTheRight.s 
| 1.00 | false    | CreateEntitiesAbove                 | asm/us/st/no4/nonmatchings/create_entity/CreateEntitiesAbove.s 
| 1.00 | false    | func_us_801CC82C                    | asm/us/st/no4/nonmatchings/create_entity/func_us_801CC82C.s 
-------------------------------------------------------------------------------
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/boss/bo4/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/boss/bo4/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/boss/mar/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/boss/mar/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/boss/rbo3/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/boss/rbo3/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/boss/rbo5/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/boss/rbo5/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/st/cen/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/st/cen/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/st/chi/matchings/ut_create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/st/chi/matchings/ut_create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/st/dre/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/st/dre/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/st/lib/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/st/lib/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/st/mad/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/st/mad/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/st/no0/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/st/no0/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/st/no1/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/st/no1/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/st/no3/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/st/no3/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/st/np3/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/st/np3/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/st/nz0/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/st/nz0/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/st/rwrp/matchings/rwrp/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/st/rwrp/matchings/rwrp/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/st/st0/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/st/st0/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | true     | CreateEntityWhenInHorizontalRange   | asm/us/st/wrp/matchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | true     | CreateEntityWhenInVerticalRange     | asm/us/st/wrp/matchings/create_entity/CreateEntityWhenInVerticalRange.s 
| 1.00 | false    | CreateEntityWhenInHorizontalRange   | asm/us/st/no4/nonmatchings/create_entity/CreateEntityWhenInHorizontalRange.s 
| 1.00 | false    | func_us_801CC3BC                    | asm/us/st/no4/nonmatchings/create_entity/func_us_801CC3BC.s 
-------------------------------------------------------------------------------
| 1.00 | true     | FindFirstEntityBelow                | asm/us/boss/bo4/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/boss/bo4/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/boss/mar/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/boss/mar/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/boss/rbo3/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/boss/rbo3/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/boss/rbo5/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/boss/rbo5/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/st/cen/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/st/cen/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/st/chi/matchings/ut_create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/st/chi/matchings/ut_create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/st/dre/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/st/dre/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/st/lib/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/st/lib/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/st/mad/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/st/mad/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/st/no0/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/st/no0/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/st/no1/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/st/no1/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/st/no3/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/st/no3/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/st/np3/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/st/np3/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/st/nz0/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/st/nz0/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/st/rwrp/matchings/rwrp/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/st/rwrp/matchings/rwrp/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/st/st0/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/st/st0/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | true     | FindFirstEntityBelow                | asm/us/st/wrp/matchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | true     | FindFirstEntityToTheLeft            | asm/us/st/wrp/matchings/create_entity/FindFirstEntityToTheLeft.s 
| 1.00 | false    | FindFirstEntityBelow                | asm/us/st/no4/nonmatchings/create_entity/FindFirstEntityBelow.s 
| 1.00 | false    | func_us_801CC7D4                    | asm/us/st/no4/nonmatchings/create_entity/func_us_801CC7D4.s 
-------------------------------------------------------------------------------
| 1.00 | true     | FindFirstEntityAbove                | asm/us/boss/bo4/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/boss/bo4/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/boss/mar/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/boss/mar/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/boss/rbo3/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/boss/rbo3/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/boss/rbo5/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/boss/rbo5/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/st/cen/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/st/cen/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/st/chi/matchings/ut_create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/st/chi/matchings/ut_create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/st/dre/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/st/dre/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/st/lib/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/st/lib/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/st/mad/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/st/mad/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/st/no0/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/st/no0/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/st/no1/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/st/no1/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/st/no3/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/st/no3/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/st/np3/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/st/np3/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/st/nz0/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/st/nz0/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/st/rwrp/matchings/rwrp/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/st/rwrp/matchings/rwrp/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/st/st0/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/st/st0/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | true     | FindFirstEntityAbove                | asm/us/st/wrp/matchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | true     | FindFirstEntityToTheRight           | asm/us/st/wrp/matchings/create_entity/FindFirstEntityToTheRight.s 
| 1.00 | false    | FindFirstEntityAbove                | asm/us/st/no4/nonmatchings/create_entity/FindFirstEntityAbove.s 
| 1.00 | false    | func_us_801CC788                    | asm/us/st/no4/nonmatchings/create_entity/func_us_801CC788.s 
-------------------------------------------------------------------------------
| 1.00 | true     | GetAnglePointToEntity               | asm/us/boss/bo4/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/boss/bo4/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/boss/mar/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/boss/mar/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/boss/rbo3/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/boss/rbo3/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/boss/rbo5/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/boss/rbo5/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/st/cen/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/st/cen/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/st/chi/matchings/ut_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/st/chi/matchings/ut_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/st/dre/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/st/dre/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/st/lib/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/st/lib/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/st/mad/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/st/mad/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/st/no0/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/st/no0/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/st/no1/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/st/no1/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/st/no3/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/st/no3/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/st/np3/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/st/np3/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/st/nz0/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/st/nz0/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/st/rwrp/matchings/wrp/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/st/rwrp/matchings/wrp/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/st/st0/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/st/st0/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | true     | GetAnglePointToEntity               | asm/us/st/wrp/matchings/st_common/GetAnglePointToEntity.s 
| 1.00 | true     | GetAnglePointToEntityShifted        | asm/us/st/wrp/matchings/st_common/GetAnglePointToEntityShifted.s 
| 1.00 | false    | GetAnglePointToEntity               | asm/us/st/no4/nonmatchings/st_common/GetAnglePointToEntity.s 
| 1.00 | false    | func_us_801CE5A0                    | asm/us/st/no4/nonmatchings/st_common/func_us_801CE5A0.s 
-------------------------------------------------------------------------------
